timestamp,query_name_value,duration_ms,rows_found,current_table_rows_approx
2025-05-27T20:27:54.265409,刘军,175.17,425,1000000
2025-05-27T20:27:55.522817,郭波,162.66,76,1000000
2025-05-27T20:27:56.761464,洪畅,166.19,17,1000000
2025-05-27T20:27:58.036154,李平,166.50,564,1000000
2025-05-27T20:27:59.298842,杨淑华,163.29,258,1000000
2025-05-27T20:28:00.555795,段秀梅,168.11,25,1000000
2025-05-27T20:28:01.797265,陈勇,164.45,328,1000000
2025-05-27T20:28:03.053741,邓建平,163.12,51,1000000
2025-05-27T20:28:04.304617,傅娟,159.48,32,1000000
2025-05-27T20:28:05.559599,杨春梅,162.49,283,1000000
2025-05-27T20:28:06.829329,张丽丽,173.98,522,1000000
2025-05-27T20:28:08.088325,陈楠,162.72,392,1000000
2025-05-27T20:28:09.354148,张娟,168.10,554,1000000
2025-05-27T20:28:10.614342,黄玲,159.90,184,1000000
2025-05-27T20:28:11.870589,朱艳,161.61,115,1000000
2025-05-27T20:28:13.127076,朱玉兰,160.72,86,1000000
2025-05-27T20:28:14.390292,李桂英,164.52,590,1000000
2025-05-27T20:28:15.645459,王淑珍,162.34,545,1000000
2025-05-27T20:28:16.925876,袁峰,181.31,42,1000000
2025-05-27T20:28:18.188076,董秀珍,168.12,38,1000000
2025-05-27T20:28:19.447575,张东,161.86,545,1000000
2025-05-27T20:28:20.732712,冯涛,197.75,50,1000000
2025-05-27T20:28:22.002135,容丹,174.66,2,1000000
2025-05-27T20:28:23.268397,熊凯,163.44,26,1000000
2025-05-27T20:28:24.535924,米波,168.35,4,1000000
2025-05-27T20:28:25.800098,段军,165.24,21,1000000
2025-05-27T20:28:27.061905,麦波,164.60,4,1000000
2025-05-27T20:28:28.341408,聂博,191.74,14,1000000
2025-05-27T20:28:29.616620,郑帅,180.27,77,1000000
2025-05-27T20:28:30.863782,傅雪梅,164.48,27,1000000
2025-05-27T20:28:32.120100,刘彬,161.04,407,1000000
2025-05-27T20:28:33.376229,杜利,160.73,36,1000000
2025-05-27T20:28:34.633650,朱玉兰,162.74,86,1000000
2025-05-27T20:28:35.901826,刘慧,164.98,403,1000000
2025-05-27T20:28:37.162062,陈琳,161.44,351,1000000
2025-05-27T20:28:38.421879,杨淑华,163.78,258,1000000
2025-05-27T20:28:39.694142,杨桂荣,174.03,255,1000000
2025-05-27T20:28:40.955590,冯涛,160.82,50,1000000
2025-05-27T20:28:42.211801,吴莉,160.31,156,1000000
2025-05-27T20:28:43.472109,张博,166.04,511,1000000
2025-05-27T20:28:44.728078,洪畅,162.82,17,1000000
2025-05-27T20:28:45.983918,陈凤英,159.89,355,1000000
2025-05-27T20:28:47.246573,郑帅,161.96,77,1000000
2025-05-27T20:28:48.505388,田秀兰,163.22,43,1000000
2025-05-27T20:28:49.769195,陈玉,165.84,330,1000000
2025-05-27T20:28:51.025438,高玉英,163.35,74,1000000
2025-05-27T20:28:52.282442,荆倩,162.01,1,1000000
2025-05-27T20:28:53.523868,王刚,165.13,606,1000000
2025-05-27T20:28:54.794302,陈阳,167.05,373,1000000
2025-05-27T20:28:56.059633,黄玲,163.79,184,1000000
2025-05-27T20:28:57.323154,刘军,165.52,425,1000000
2025-05-27T20:28:58.585022,李平,163.84,564,1000000
2025-05-27T20:28:59.847103,傅雪梅,160.47,27,1000000
2025-05-27T20:29:01.118109,刘健,165.65,417,1000000
2025-05-27T20:29:02.377796,高玉英,163.30,74,1000000
2025-05-27T20:29:03.635325,萧淑英,160.83,48,1000000
2025-05-27T20:29:04.898459,陈桂芝,160.26,388,1000000
2025-05-27T20:29:06.155180,苗丽丽,161.48,8,1000000
2025-05-27T20:29:07.410089,雷亮,161.15,19,1000000
2025-05-27T20:29:08.691948,张畅,186.34,524,1000000
2025-05-27T20:29:09.948813,刘桂荣,160.11,419,1000000
2025-05-27T20:29:11.209916,刘军,164.82,425,1000000
2025-05-27T20:29:12.472532,刘军,167.25,425,1000000
2025-05-27T20:29:13.739116,陈凤英,162.31,355,1000000
2025-05-27T20:29:15.002092,熊凯,160.83,26,1000000
2025-05-27T20:29:16.268767,张莹,164.65,600,1000000
2025-05-27T20:29:17.528615,张娟,161.46,554,1000000
2025-05-27T20:29:18.792212,陶红梅,166.28,19,1000000
2025-05-27T20:29:20.050899,师兰英,159.72,7,1000000
2025-05-27T20:29:21.308526,孟淑华,161.26,13,1000000
2025-05-27T20:29:22.567154,刘健,159.32,417,1000000
2025-05-27T20:29:23.832050,陈桂芝,165.02,388,1000000
2025-05-27T20:29:25.092121,熊凯,164.04,26,1000000
2025-05-27T20:29:26.351047,洪畅,163.63,17,1000000
2025-05-27T20:29:27.605051,贺志强,158.16,23,1000000
2025-05-27T20:29:28.862743,刘彬,162.16,407,1000000
2025-05-27T20:29:30.118392,孟淑华,161.58,13,1000000
2025-05-27T20:29:31.376095,梁柳,160.59,56,1000000
2025-05-27T20:29:32.639908,朱艳,159.22,115,1000000
2025-05-27T20:29:33.899086,张东,161.26,545,1000000
2025-05-27T20:29:35.153225,苗丽丽,157.67,8,1000000
2025-05-27T20:29:36.413566,杜桂珍,158.36,35,1000000
2025-05-27T20:29:37.676178,杜桂珍,161.45,35,1000000
2025-05-27T20:29:38.934862,古阳,159.85,5,1000000
2025-05-27T20:29:40.197583,张娟,163.67,554,1000000
2025-05-27T20:29:41.455036,周洁,160.66,161,1000000
2025-05-27T20:29:42.716768,刘慧,162.51,403,1000000
2025-05-27T20:29:43.980754,杨红梅,162.44,239,1000000
2025-05-27T20:29:45.246194,董秀珍,175.67,38,1000000
2025-05-27T20:29:46.494139,袁峰,169.82,42,1000000
2025-05-27T20:29:47.752988,张静,167.34,520,1000000
2025-05-27T20:29:49.012704,陈桂芝,160.62,388,1000000
2025-05-27T20:29:50.287393,洪畅,189.74,17,1000000
2025-05-27T20:29:51.534662,李春梅,172.53,531,1000000
2025-05-27T20:29:52.791238,陈慧,161.33,332,1000000
2025-05-27T20:29:54.046844,文桂荣,162.45,11,1000000
2025-05-27T20:29:55.302262,邓建平,159.66,51,1000000
2025-05-27T20:29:56.568387,刘彬,163.40,407,1000000
2025-05-27T20:29:57.827880,荆倩,158.44,1,1000000
2025-05-27T20:29:59.095189,李春梅,163.39,531,1000000
2025-05-27T20:30:00.352642,傅雪梅,159.40,27,1000000
2025-05-27T20:30:01.611650,周洁,161.01,161,1000000
2025-05-27T20:30:02.873019,张婷婷,162.29,512,1000000
2025-05-27T20:30:04.136020,郑帅,162.49,77,1000000
2025-05-27T20:30:05.395330,杜桂珍,165.81,35,1000000
2025-05-27T20:30:06.655646,米波,169.07,4,1000000
2025-05-27T20:30:07.909049,杨桂荣,161.88,255,1000000
2025-05-27T20:30:09.170965,陈勇,165.37,328,1000000
2025-05-27T20:30:10.415440,萧淑英,163.60,48,1000000
2025-05-27T20:30:11.677187,李秀芳,162.15,581,1000000
2025-05-27T20:30:12.935233,郑帅,163.37,77,1000000
2025-05-27T20:30:14.197514,黄玲,159.68,184,1000000
2025-05-27T20:30:15.466304,刘晶,165.39,388,1000000
2025-05-27T20:30:16.730061,张东,165.72,545,1000000
2025-05-27T20:30:17.990005,邓建平,159.41,51,1000000
2025-05-27T20:30:19.251828,苏淑英,165.09,32,1000000
2025-05-27T20:30:20.515880,杨磊,163.97,268,1000000
2025-05-27T20:30:21.775827,张娟,166.49,554,1000000
2025-05-27T20:30:23.040113,米波,166.91,4,1000000
2025-05-27T20:30:24.302598,张静,162.03,520,1000000
2025-05-27T20:30:25.559855,孟淑华,161.13,13,1000000
2025-05-27T20:30:26.817095,杨璐,161.36,230,1000000
2025-05-27T20:30:28.081918,刘军,164.27,425,1000000
2025-05-27T20:30:29.343381,张静,164.76,520,1000000
2025-05-27T20:30:30.599994,姜东,164.40,32,1000000
2025-05-27T20:30:31.862001,刘健,162.22,417,1000000
2025-05-27T20:30:33.123090,杜桂珍,162.98,35,1000000
2025-05-27T20:30:34.383513,聂博,162.07,14,1000000
2025-05-27T20:30:35.648788,米波,163.26,4,1000000
2025-05-27T20:30:36.905637,赵伟,160.31,151,1000000
2025-05-27T20:30:38.163655,田婷婷,162.79,51,1000000
2025-05-27T20:30:39.420185,吴阳,160.37,175,1000000
2025-05-27T20:30:40.681436,刘慧,163.32,403,1000000
2025-05-27T20:30:41.937779,杨红梅,161.01,239,1000000
2025-05-27T20:30:43.199035,杨磊,162.26,268,1000000
2025-05-27T20:30:44.457745,谢瑜,164.14,60,1000000
2025-05-27T20:30:45.710564,初建华,160.52,1,1000000
2025-05-27T20:30:46.970616,陈玉,163.01,330,1000000
2025-05-27T20:30:48.228239,高玉英,158.98,74,1000000
2025-05-27T20:30:49.487970,杜利,161.11,36,1000000
2025-05-27T20:30:50.744313,郭波,159.48,76,1000000
2025-05-27T20:30:52.011446,师兰英,161.38,7,1000000
2025-05-27T20:30:53.269750,孙秀梅,157.97,107,1000000
2025-05-27T20:30:54.528875,杨红梅,160.67,239,1000000
2025-05-27T20:30:55.795397,段秀梅,164.19,25,1000000
2025-05-27T20:30:57.067112,李春梅,166.15,531,1000000
2025-05-27T20:30:58.326882,赵伟,161.65,151,1000000
2025-05-27T20:30:59.582230,袁峰,160.89,42,1000000
2025-05-27T20:31:00.838235,李超,160.29,557,1000000
2025-05-27T20:31:02.102622,邓杰,162.69,58,1000000
2025-05-27T20:31:03.365660,杨红梅,163.31,239,1000000
2025-05-27T20:31:04.626041,许桂花,162.62,55,1000000
2025-05-27T20:31:05.892067,董秀珍,164.26,38,1000000
2025-05-27T20:31:07.160680,杨磊,165.52,268,1000000
2025-05-27T20:31:08.417453,黄彬,160.73,203,1000000
2025-05-27T20:31:09.680206,邓杰,162.48,58,1000000
2025-05-27T20:31:10.942179,钱华,161.87,15,1000000
2025-05-27T20:31:12.205585,文桂荣,162.72,11,1000000
2025-05-27T20:31:13.471053,苏淑英,160.90,32,1000000
2025-05-27T20:31:14.731413,朱玉兰,162.24,86,1000000
2025-05-27T20:31:15.985713,郑金凤,160.49,71,1000000
2025-05-27T20:31:17.241131,许桂花,158.34,55,1000000
2025-05-27T20:31:18.496844,雷亮,158.49,19,1000000
2025-05-27T20:31:19.752725,雷亮,160.07,19,1000000
2025-05-27T20:31:21.019839,田婷婷,163.86,51,1000000
2025-05-27T20:31:22.278484,陈玉,162.32,330,1000000
2025-05-27T20:31:23.535554,唐岩,164.29,61,1000000
2025-05-27T20:31:24.796035,杨淑华,160.11,258,1000000
2025-05-27T20:31:26.058403,陈楠,163.23,392,1000000
2025-05-27T20:31:27.326289,荆倩,173.13,1,1000000
2025-05-27T20:31:28.579952,梁柳,158.72,56,1000000
2025-05-27T20:31:29.832324,苗丽丽,159.75,8,1000000
2025-05-27T20:31:31.089904,吴莉,159.20,156,1000000
2025-05-27T20:31:32.350306,陈楠,160.44,392,1000000
2025-05-27T20:31:33.605211,陈楠,160.32,392,1000000
2025-05-27T20:31:34.874932,姜东,164.92,32,1000000
2025-05-27T20:31:36.132027,苏淑英,162.37,32,1000000
2025-05-27T20:31:37.391037,刘桂荣,163.82,419,1000000
2025-05-27T20:31:38.646750,张东,163.03,545,1000000
2025-05-27T20:31:39.909903,袁峰,188.30,42,1000000
2025-05-27T20:31:41.168722,张博,159.38,511,1000000
2025-05-27T20:31:42.433016,陈桂芝,162.10,388,1000000
2025-05-27T20:31:43.692438,郑帅,160.50,77,1000000
2025-05-27T20:31:44.952457,田婷婷,160.64,51,1000000
2025-05-27T20:31:46.216678,朱玉兰,163.35,86,1000000
2025-05-27T20:31:47.480233,贺志强,160.19,23,1000000
2025-05-27T20:31:48.736976,田婷婷,158.96,51,1000000
2025-05-27T20:31:49.994256,傅雪梅,163.67,27,1000000
2025-05-27T20:31:51.257401,杜利,161.64,36,1000000
2025-05-27T20:31:52.524199,陈慧,165.10,332,1000000
2025-05-27T20:31:53.788713,李欣,161.56,552,1000000
2025-05-27T20:31:55.048396,刘健,161.27,417,1000000
2025-05-27T20:31:56.310150,文桂荣,168.49,11,1000000
2025-05-27T20:31:57.577227,冯涛,165.38,50,1000000
2025-05-27T20:31:58.839134,刘桂荣,164.38,419,1000000
2025-05-27T20:32:00.108458,刘桂荣,169.04,419,1000000
2025-05-27T20:32:01.371397,吴阳,161.98,175,1000000
2025-05-27T20:32:02.639945,陈桂芝,168.61,388,1000000
2025-05-27T20:32:03.908525,孟淑华,161.61,13,1000000
2025-05-27T20:32:05.173733,赵伟,163.04,151,1000000
2025-05-27T20:32:06.430223,刘欢,159.98,400,1000000
2025-05-27T20:32:07.688549,郑金凤,159.25,71,1000000
2025-05-27T20:32:08.949776,吴玲,164.37,161,1000000
2025-05-27T20:32:10.213890,王龙,161.07,553,1000000
2025-05-27T20:32:11.474898,刘欢,164.26,400,1000000
2025-05-27T20:32:12.738656,郑金凤,163.50,71,1000000
2025-05-27T20:32:13.991544,郑金凤,158.84,71,1000000
2025-05-27T20:32:15.252620,陶红梅,165.57,19,1000000
2025-05-27T20:32:16.511878,邓杰,158.10,58,1000000
2025-05-27T20:32:17.768046,杨磊,162.31,268,1000000
2025-05-27T20:32:19.029515,萧淑英,165.08,48,1000000
2025-05-27T20:32:20.292298,段秀梅,163.84,25,1000000
2025-05-27T20:32:21.555989,李欣,164.98,552,1000000
2025-05-27T20:32:22.821623,李春梅,164.33,531,1000000
2025-05-27T20:32:24.096499,陈慧,182.13,332,1000000
2025-05-27T20:32:25.365928,王琴,168.85,568,1000000
2025-05-27T20:32:26.627366,刘晶,165.02,388,1000000
2025-05-27T20:32:27.892109,郭波,165.64,76,1000000
2025-05-27T20:32:29.149490,杨磊,162.86,268,1000000
2025-05-27T20:32:30.405905,姜东,159.69,32,1000000
2025-05-27T20:32:31.673339,陈琳,165.58,351,1000000
2025-05-27T20:32:32.935859,段秀梅,166.41,25,1000000
2025-05-27T20:32:34.202703,贺志强,164.49,23,1000000
2025-05-27T20:32:35.465236,杨玉梅,162.81,215,1000000
2025-05-27T20:32:36.729919,文桂荣,166.26,11,1000000
2025-05-27T20:32:37.989649,杨璐,165.65,230,1000000
2025-05-27T20:32:39.258803,黄彬,166.15,203,1000000
2025-05-27T20:32:40.517512,陈凤英,164.00,355,1000000
2025-05-27T20:32:41.778003,袁峰,163.36,42,1000000
2025-05-27T20:32:43.042083,王琴,165.14,568,1000000
2025-05-27T20:32:44.307550,刘桂荣,166.84,419,1000000
2025-05-27T20:32:45.571770,梁柳,162.22,56,1000000
2025-05-27T20:32:46.839553,张博,162.37,511,1000000
2025-05-27T20:32:48.099051,杜桂珍,164.72,35,1000000
2025-05-27T20:32:49.353617,姜东,161.43,32,1000000
2025-05-27T20:32:50.611794,杨春梅,164.24,283,1000000
2025-05-27T20:32:51.867434,杨桂荣,164.08,255,1000000
2025-05-27T20:32:53.132129,段秀梅,162.28,25,1000000
2025-05-27T20:32:54.397118,陈楠,165.04,392,1000000
2025-05-27T20:32:55.648893,袁峰,158.83,42,1000000
2025-05-27T20:32:56.913783,麦波,164.65,4,1000000
2025-05-27T20:32:58.174808,洪畅,159.24,17,1000000
2025-05-27T20:32:59.434047,杨淑华,162.03,258,1000000
2025-05-27T20:33:00.692659,唐岩,159.59,61,1000000
2025-05-27T20:33:01.958162,陈玉,166.00,330,1000000
2025-05-27T20:33:03.220288,荆倩,162.87,1,1000000
2025-05-27T20:33:04.480714,杜桂珍,167.42,35,1000000
2025-05-27T20:33:05.736473,刘晶,161.39,388,1000000
2025-05-27T20:33:07.004650,袁峰,168.16,42,1000000
2025-05-27T20:33:08.267390,吴阳,166.90,175,1000000
2025-05-27T20:33:09.527012,杜桂珍,161.20,35,1000000
2025-05-27T20:33:10.788681,王龙,160.06,553,1000000
2025-05-27T20:33:12.051088,杨磊,161.54,268,1000000
2025-05-27T20:33:13.306093,熊凯,159.46,26,1000000
2025-05-27T20:33:14.561920,陈秀兰,164.04,374,1000000
2025-05-27T20:33:15.821818,陶红梅,160.34,19,1000000
2025-05-27T20:33:17.080601,初建华,163.02,1,1000000
2025-05-27T20:33:18.338871,唐岩,160.86,61,1000000
2025-05-27T20:33:19.601109,杜利,162.48,36,1000000
2025-05-27T20:33:20.861946,王淑珍,165.19,545,1000000
2025-05-27T20:33:22.121805,孙秀梅,162.36,107,1000000
2025-05-27T20:33:23.379198,杜桂珍,158.20,35,1000000
2025-05-27T20:33:24.639371,张东,163.82,545,1000000
2025-05-27T20:33:25.894172,熊凯,158.55,26,1000000
2025-05-27T20:33:27.151385,朱玉兰,160.47,86,1000000
2025-05-27T20:33:28.411453,赵伟,161.85,151,1000000
2025-05-27T20:33:29.668188,袁峰,157.92,42,1000000
2025-05-27T20:33:30.930639,刘军,161.46,425,1000000
2025-05-27T20:33:32.186769,冯涛,159.71,50,1000000
2025-05-27T20:33:33.454179,李桂英,161.81,590,1000000
2025-05-27T20:33:34.714953,李秀芳,161.22,581,1000000
2025-05-27T20:33:35.970658,黄玲,159.89,184,1000000
2025-05-27T20:33:37.232025,黄彬,159.52,203,1000000
2025-05-27T20:33:38.487732,何莉,162.66,91,1000000
2025-05-27T20:33:39.747073,洪畅,159.47,17,1000000
2025-05-27T20:33:41.005383,刘彬,162.02,407,1000000
2025-05-27T20:33:42.260613,孟淑华,161.49,13,1000000
2025-05-27T20:33:43.525816,刘彬,163.82,407,1000000
2025-05-27T20:33:44.788687,苗丽丽,167.33,8,1000000
2025-05-27T20:33:46.044129,谢瑜,157.85,60,1000000
2025-05-27T20:33:47.312654,李平,168.50,564,1000000
2025-05-27T20:33:48.572059,吴玲,159.41,161,1000000
2025-05-27T20:33:49.832234,冯涛,159.53,50,1000000
2025-05-27T20:33:51.095561,吴莉,160.11,156,1000000
2025-05-27T20:33:52.359228,梁柳,166.41,56,1000000
2025-05-27T20:33:53.616317,李超,162.07,557,1000000
2025-05-27T20:33:54.871294,麦波,159.22,4,1000000
2025-05-27T20:33:56.137509,米波,163.85,4,1000000
2025-05-27T20:33:57.400365,涂丽娟,162.53,9,1000000
2025-05-27T20:33:58.657956,刘慧,159.74,403,1000000
2025-05-27T20:33:59.925461,荆倩,163.35,1,1000000
2025-05-27T20:34:01.184561,董秀珍,160.73,38,1000000
2025-05-27T20:34:02.447002,郑金凤,160.03,71,1000000
2025-05-27T20:34:03.705251,郭淑兰,159.51,92,1000000
2025-05-27T20:34:04.963249,孙秀梅,158.29,107,1000000
2025-05-27T20:34:06.222289,陈秀兰,160.28,374,1000000
2025-05-27T20:34:07.481592,陈慧,164.48,332,1000000
2025-05-27T20:34:08.744882,师兰英,160.53,7,1000000
2025-05-27T20:34:10.003102,李秀芳,162.93,581,1000000
2025-05-27T20:34:11.266468,张畅,165.86,524,1000000
2025-05-27T20:34:12.520322,董秀珍,161.98,38,1000000
2025-05-27T20:34:13.774354,孟淑华,162.58,13,1000000
2025-05-27T20:34:15.032302,陈凤英,161.04,355,1000000
2025-05-27T20:34:16.293446,袁峰,161.32,42,1000000
2025-05-27T20:34:17.551706,刘桂荣,161.53,419,1000000
2025-05-27T20:34:18.811381,刘慧,162.47,403,1000000
2025-05-27T20:34:20.070954,李秀芳,161.89,581,1000000
2025-05-27T20:34:21.332146,王淑珍,161.44,545,1000000
2025-05-27T20:34:22.593092,刘慧,161.11,403,1000000
2025-05-27T20:34:23.856184,傅娟,161.75,32,1000000
2025-05-27T20:34:25.120859,李桂英,162.94,590,1000000
2025-05-27T20:34:26.381914,贺志强,161.33,23,1000000
2025-05-27T20:34:27.644137,张静,165.57,520,1000000
2025-05-27T20:34:28.908006,苗丽丽,163.30,8,1000000
2025-05-27T20:34:30.166963,冯涛,162.92,50,1000000
2025-05-27T20:34:31.422922,荆倩,163.29,1,1000000
2025-05-27T20:34:32.691590,董秀珍,162.64,38,1000000
2025-05-27T20:34:33.956435,王刚,161.74,606,1000000
2025-05-27T20:34:35.216956,萧淑英,159.79,48,1000000
2025-05-27T20:34:36.474366,谢瑜,162.34,60,1000000
2025-05-27T20:34:37.742225,容丹,164.87,2,1000000
2025-05-27T20:34:38.996918,刘健,161.63,417,1000000
2025-05-27T20:34:40.270408,张东,176.76,545,1000000
2025-05-27T20:34:41.530019,田婷婷,159.89,51,1000000
2025-05-27T20:34:42.783203,杨淑华,158.99,258,1000000
2025-05-27T20:34:44.038881,郭淑兰,165.32,92,1000000
2025-05-27T20:34:45.302622,姜东,162.84,32,1000000
2025-05-27T20:34:46.563646,刘桂荣,164.78,419,1000000
2025-05-27T20:34:47.823361,熊凯,160.61,26,1000000
2025-05-27T20:34:49.086577,陈秀兰,163.48,374,1000000
2025-05-27T20:34:50.351347,傅雪梅,169.24,27,1000000
2025-05-27T20:34:51.609396,许桂花,160.24,55,1000000
2025-05-27T20:34:52.871248,杨玉梅,162.15,215,1000000
2025-05-27T20:34:54.136520,谢瑜,164.83,60,1000000
2025-05-27T20:34:55.396713,张丽丽,162.55,522,1000000
2025-05-27T20:34:56.659385,陈勇,164.23,328,1000000
2025-05-27T20:34:57.919955,苏淑英,161.21,32,1000000
2025-05-27T20:34:59.177864,何莉,160.74,91,1000000
2025-05-27T20:35:00.439922,傅雪梅,159.15,27,1000000
2025-05-27T20:35:01.724739,赵伟,163.85,151,1000000
2025-05-27T20:35:02.989703,张畅,163.20,524,1000000
2025-05-27T20:35:04.248326,张静,161.88,520,1000000
2025-05-27T20:35:05.516887,刘晶,163.41,388,1000000
2025-05-27T20:35:06.789844,麦波,173.28,4,1000000
2025-05-27T20:35:08.056393,刘健,164.56,417,1000000
2025-05-27T20:35:09.313210,何莉,163.99,91,1000000
2025-05-27T20:35:10.568789,刘晶,161.27,388,1000000
2025-05-27T20:35:11.833512,王龙,165.19,553,1000000
2025-05-27T20:35:13.102561,王刚,161.22,606,1000000
2025-05-27T20:35:14.363031,郭波,161.34,76,1000000
2025-05-27T20:35:15.622299,杨桂荣,160.96,255,1000000
2025-05-27T20:35:16.880201,朱艳,159.91,115,1000000
2025-05-27T20:35:18.149859,贺志强,166.71,23,1000000
2025-05-27T20:35:19.410842,段秀梅,161.06,25,1000000
2025-05-27T20:35:20.676653,刘军,162.13,425,1000000
2025-05-27T20:35:21.939061,段军,161.20,21,1000000
2025-05-27T20:35:23.201150,周洁,161.23,161,1000000
2025-05-27T20:35:24.460009,吴莉,160.08,156,1000000
2025-05-27T20:35:25.729750,陈玉,163.30,330,1000000
2025-05-27T20:35:26.987728,冯涛,158.55,50,1000000
2025-05-27T20:35:28.249234,邓建平,161.19,51,1000000
2025-05-27T20:35:29.508640,苗丽丽,162.29,8,1000000
2025-05-27T20:35:30.774507,赵伟,159.31,151,1000000
2025-05-27T20:35:32.033913,江鹏,161.28,21,1000000
2025-05-27T20:35:33.302001,张莹,164.75,600,1000000
2025-05-27T20:35:34.564740,荆倩,161.55,1,1000000
2025-05-27T20:35:35.819477,邓杰,164.00,58,1000000
2025-05-27T20:35:37.078576,米波,161.78,4,1000000
2025-05-27T20:35:38.335141,荆倩,164.22,1,1000000
2025-05-27T20:35:39.595826,陈阳,158.55,373,1000000
2025-05-27T20:35:40.856243,丁斌,164.84,48,1000000
2025-05-27T20:35:42.116265,郭波,159.21,76,1000000
2025-05-27T20:35:43.371482,董秀珍,160.53,38,1000000
2025-05-27T20:35:44.632405,师兰英,163.64,7,1000000
2025-05-27T20:35:45.891124,杨磊,160.87,268,1000000
2025-05-27T20:35:47.152219,姜东,163.03,32,1000000
2025-05-27T20:35:48.411684,高玉英,160.41,74,1000000
2025-05-27T20:35:49.666774,王淑珍,162.19,545,1000000
2025-05-27T20:35:50.926726,熊凯,160.29,26,1000000
2025-05-27T20:35:52.177659,杜桂珍,159.12,35,1000000
2025-05-27T20:35:53.440676,杨璐,159.86,230,1000000
2025-05-27T20:35:54.705753,刘慧,164.04,403,1000000
2025-05-27T20:35:55.961106,杨春梅,162.97,283,1000000
2025-05-27T20:35:57.227203,许淑珍,161.68,48,1000000
2025-05-27T20:35:58.508037,杨磊,177.08,268,1000000
2025-05-27T20:35:59.767545,陶红梅,161.36,19,1000000
2025-05-27T20:36:01.024484,王淑珍,162.24,545,1000000
2025-05-27T20:36:02.284559,郑帅,158.77,77,1000000
2025-05-27T20:36:03.546465,钱华,161.22,15,1000000
2025-05-27T20:36:04.804547,贺志强,160.90,23,1000000
2025-05-27T20:36:06.076966,何莉,166.98,91,1000000
2025-05-27T20:36:07.329491,王畅,158.90,565,1000000
2025-05-27T20:36:08.591637,郑金凤,162.37,71,1000000
2025-05-27T20:36:09.848721,陈琳,160.45,351,1000000
2025-05-27T20:36:11.103976,周洁,158.83,161,1000000
2025-05-27T20:36:12.361084,刘慧,161.48,403,1000000
2025-05-27T20:36:13.610802,陈秀兰,157.25,374,1000000
2025-05-27T20:36:14.869625,李桂英,163.56,590,1000000
2025-05-27T20:36:16.126910,邓建平,157.61,51,1000000
2025-05-27T20:36:17.389541,苗丽丽,161.76,8,1000000
2025-05-27T20:36:18.650238,杨桂荣,164.73,255,1000000
2025-05-27T20:36:19.909073,朱艳,162.46,115,1000000
2025-05-27T20:36:21.167822,王龙,165.82,553,1000000
2025-05-27T20:36:22.423736,刘晶,163.00,388,1000000
2025-05-27T20:36:23.682209,黄彬,159.32,203,1000000
2025-05-27T20:36:24.936061,陈阳,160.73,373,1000000
2025-05-27T20:36:26.197976,张莹,165.53,600,1000000
2025-05-27T20:36:27.458603,刘桂荣,161.33,419,1000000
2025-05-27T20:36:28.720893,张莹,163.78,600,1000000
2025-05-27T20:36:29.979918,杨璐,165.31,230,1000000
2025-05-27T20:36:31.238226,朱玉兰,158.85,86,1000000
2025-05-27T20:36:32.495039,唐岩,161.99,61,1000000
2025-05-27T20:36:33.746577,孙秀梅,160.10,107,1000000
2025-05-27T20:36:35.008853,王琴,164.53,568,1000000
2025-05-27T20:36:36.269809,孟淑华,160.99,13,1000000
2025-05-27T20:36:37.527635,王淑珍,162.71,545,1000000
2025-05-27T20:36:38.789779,李欣,161.72,552,1000000
2025-05-27T20:36:40.051336,刘彬,160.68,407,1000000
2025-05-27T20:36:41.313068,吴莉,159.40,156,1000000
2025-05-27T20:36:42.574878,杨玉梅,161.45,215,1000000
2025-05-27T20:36:43.832078,吴莉,158.72,156,1000000
2025-05-27T20:36:45.090982,郑帅,162.10,77,1000000
2025-05-27T20:36:46.348119,陈阳,160.38,373,1000000
2025-05-27T20:36:47.612572,陈勇,161.07,328,1000000
2025-05-27T20:36:48.870747,王龙,160.09,553,1000000
2025-05-27T20:36:50.135168,王龙,162.80,553,1000000
2025-05-27T20:36:51.398597,张静,163.42,520,1000000
2025-05-27T20:36:52.661361,陈勇,160.71,328,1000000
2025-05-27T20:36:53.921776,黄玲,161.57,184,1000000
2025-05-27T20:36:55.177432,熊凯,158.51,26,1000000
2025-05-27T20:36:56.436254,王畅,160.99,565,1000000
2025-05-27T20:36:57.696476,陈秀兰,160.74,374,1000000
2025-05-27T20:36:58.960248,杜桂珍,164.82,35,1000000
2025-05-27T20:37:00.217546,许淑珍,157.69,48,1000000
2025-05-27T20:37:01.473595,苏淑英,162.29,32,1000000
2025-05-27T20:37:02.735165,陈凤英,160.85,355,1000000
2025-05-27T20:37:03.991055,张莹,161.29,600,1000000
2025-05-27T20:37:05.251604,杜桂珍,163.56,35,1000000
2025-05-27T20:37:06.513367,陶红梅,163.91,19,1000000
2025-05-27T20:37:07.770668,苏淑英,158.72,32,1000000
2025-05-27T20:37:09.020964,朱艳,157.06,115,1000000
2025-05-27T20:37:10.276892,苏淑英,158.66,32,1000000
2025-05-27T20:37:11.536562,杨桂荣,162.35,255,1000000
2025-05-27T20:37:12.793378,冯涛,158.01,50,1000000
2025-05-27T20:37:14.050700,杨春梅,161.01,283,1000000
2025-05-27T20:37:15.307053,杨玉梅,159.62,215,1000000
2025-05-27T20:37:16.566255,陈楠,165.31,392,1000000
